Timestamp,Age Group,Gender,Preferred Tool,Satisfaction (1-5),Feedback,Date,Feedback Length
2024-05-02 10:58:00,25-34,Other,Excel,4,Fast and reliable,2024-05-02,17
2024-05-04 16:46:00,25-34,Female,Power Bi,1,Good but needs more features,2024-05-04,28
2024-04-21 18:19:00,45+,Other,Power Bi,2,Interface is good,2024-04-21,17
2024-05-09 22:01:00,18-24,Female,Excel,1,Very easy to use,2024-05-09,16
2024-05-07 04:20:00,35-44,Female,Tableau,3,Makes analysis simple,2024-05-07,21
2024-04-02 01:22:00,35-44,Other,R,1,Could be faster,2024-04-02,15
2024-05-09 01:01:00,18-24,Female,Tableau,5,Loved the visualization,2024-05-09,23
2024-04-23 08:42:00,45+,Female,Power Bi,2,Very helpful for analysis,2024-04-23,25
2024-05-10 06:16:00,35-44,Male,Python,2,Could be faster,2024-05-10,15
2024-05-04 07:34:00,45+,Male,R,2,Excellent experience,2024-05-04,20
2024-04-30 18:47:00,18-24,Male,Python,2,Loved the visualization,2024-04-30,23
2024-04-14 17:49:00,25-34,Other,Tableau,2,Needs improvement,2024-04-14,17
2024-05-11 02:08:00,18-24,Male,R,1,Fast and reliable,2024-05-11,17
2024-05-03 03:36:00,45+,Female,R,2,Loved the visualization,2024-05-03,23
2024-05-10 04:42:00,18-24,Female,Tableau,4,Loved the visualization,2024-05-10,23
2024-04-13 21:36:00,45+,Other,Python,2,Amazing analytics,2024-04-13,17
2024-04-19 00:45:00,35-44,Male,Tableau,2,Makes analysis simple,2024-04-19,21
2024-05-03 08:19:00,45+,Male,Python,2,Excellent experience,2024-05-03,20
2024-04-22 07:30:00,18-24,Female,R,5,Excellent experience,2024-04-22,20
2024-04-22 19:13:00,35-44,Male,Tableau,1,Good but needs more features,2024-04-22,28
2024-04-09 01:57:00,18-24,Other,Excel,5,Needs improvement,2024-04-09,17
2024-04-06 10:32:00,18-24,Male,Tableau,5,Interface is good,2024-04-06,17
2024-05-10 03:54:00,35-44,Male,R,1,Helpful for beginners,2024-05-10,21
2024-05-01 13:57:00,35-44,Other,R,3,Very intuitive dashboard,2024-05-01,24
2024-05-01 03:27:00,25-34,Other,R,5,Great tool very useful,2024-05-01,22
2024-04-24 15:01:00,35-44,Male,Python,2,Very helpful for analysis,2024-04-24,25
2024-04-25 13:27:00,18-24,Other,Power Bi,3,Interface is good,2024-04-25,17
2024-05-02 06:19:00,45+,Other,Excel,3,Very helpful for analysis,2024-05-02,25
2024-05-12 11:08:00,25-34,Female,Python,2,Good but needs more features,2024-05-12,28
2024-04-14 14:26:00,45+,Female,Tableau,2,Fast and reliable,2024-04-14,17
2024-04-11 14:15:00,18-24,Male,Power Bi,2,Great tool very useful,2024-04-11,22
2024-04-23 00:17:00,35-44,Other,Python,4,Could add more charts,2024-04-23,21
2024-04-11 09:12:00,35-44,Male,Power Bi,3,Fast and reliable,2024-04-11,17
2024-05-03 19:51:00,25-34,Other,Tableau,2,Great tool very useful,2024-05-03,22
2024-05-02 03:47:00,25-34,Male,Excel,4,Loved the visualization,2024-05-02,23
2024-05-08 00:29:00,35-44,Male,Python,5,Could add more charts,2024-05-08,21
2024-05-07 10:15:00,25-34,Male,Python,5,Could add more charts,2024-05-07,21
2024-05-03 20:53:00,45+,Female,Python,4,Helpful for beginners,2024-05-03,21
2024-04-30 20:39:00,35-44,Other,Tableau,4,Could add more charts,2024-04-30,21
2024-04-28 21:57:00,45+,Male,Power Bi,1,Good but needs more features,2024-04-28,28
2024-05-09 20:39:00,18-24,Male,Tableau,4,Makes analysis simple,2024-05-09,21
2024-04-03 13:01:00,35-44,Female,R,5,Great tool very useful,2024-04-03,22
2024-05-10 08:19:00,25-34,Female,Tableau,3,Good but needs more features,2024-05-10,28
2024-04-16 23:13:00,35-44,Male,Excel,2,Excellent experience,2024-04-16,20
2024-05-04 13:27:00,45+,Other,R,4,Very easy to use,2024-05-04,16
2024-04-19 14:15:00,35-44,Male,R,2,Very helpful for analysis,2024-04-19,25
2024-04-29 00:01:00,45+,Female,R,5,Helpful for beginners,2024-04-29,21
2024-04-21 22:48:00,25-34,Other,Python,3,Could add more charts,2024-04-21,21
2024-04-15 08:07:00,45+,Male,Python,5,Very intuitive dashboard,2024-04-15,24
2024-04-27 18:29:00,18-24,Female,Python,3,Amazing analytics,2024-04-27,17
2024-05-04 18:00:00,25-34,Other,Tableau,4,Helpful for beginners,2024-05-04,21
2024-04-07 21:43:00,45+,Other,Excel,5,Very intuitive dashboard,2024-04-07,24
2024-04-05 07:11:00,45+,Male,Python,3,Needs improvement,2024-04-05,17
2024-04-22 15:04:00,35-44,Other,Tableau,2,Helpful for beginners,2024-04-22,21
2024-04-03 05:42:00,35-44,Female,Power Bi,2,Makes analysis simple,2024-04-03,21
2024-05-03 14:40:00,35-44,Male,Python,5,Good but needs more features,2024-05-03,28
2024-04-23 11:55:00,18-24,Male,Tableau,2,Loved the visualization,2024-04-23,23
2024-05-02 18:44:00,18-24,Female,Tableau,4,Excellent experience,2024-05-02,20
2024-05-06 06:09:00,35-44,Male,Excel,4,Great tool very useful,2024-05-06,22
2024-04-12 02:28:00,18-24,Female,Tableau,4,Could add more charts,2024-04-12,21
2024-04-04 14:37:00,25-34,Male,Excel,3,Loved the visualization,2024-04-04,23
2024-04-27 02:55:00,18-24,Male,Power Bi,3,Good but needs more features,2024-04-27,28
2024-04-08 12:40:00,18-24,Other,Power Bi,3,Could add more charts,2024-04-08,21
2024-04-24 02:56:00,18-24,Female,Power Bi,4,Needs improvement,2024-04-24,17
2024-05-03 07:09:00,45+,Female,R,5,Could be faster,2024-05-03,15
2024-04-07 19:29:00,35-44,Male,Power Bi,3,Great tool very useful,2024-04-07,22
2024-05-03 08:42:00,35-44,Other,R,1,Very intuitive dashboard,2024-05-03,24
2024-05-01 22:07:00,18-24,Other,Python,1,Loved the visualization,2024-05-01,23
2024-05-04 16:18:00,45+,Male,Python,5,Could be faster,2024-05-04,15
2024-04-20 06:45:00,18-24,Male,Python,4,Great tool very useful,2024-04-20,22
2024-04-17 03:54:00,25-34,Male,Tableau,5,Amazing analytics,2024-04-17,17
2024-04-02 09:44:00,45+,Male,Python,2,Great tool very useful,2024-04-02,22
2024-04-21 15:41:00,45+,Male,Excel,2,Amazing analytics,2024-04-21,17
2024-04-20 03:43:00,45+,Female,Excel,5,Makes analysis simple,2024-04-20,21
2024-04-28 05:35:00,25-34,Male,Power Bi,5,Very easy to use,2024-04-28,16
2024-04-21 08:26:00,35-44,Other,R,4,Very easy to use,2024-04-21,16
2024-05-03 20:08:00,45+,Male,Power Bi,3,Great tool very useful,2024-05-03,22
2024-05-05 20:20:00,18-24,Male,Excel,1,Helpful for beginners,2024-05-05,21
2024-04-02 20:38:00,35-44,Female,R,1,Amazing analytics,2024-04-02,17
2024-04-11 18:21:00,25-34,Female,Excel,4,Could be faster,2024-04-11,15
2024-04-07 05:36:00,25-34,Male,Tableau,2,Could add more charts,2024-04-07,21
2024-04-18 06:44:00,18-24,Other,Power Bi,3,Very easy to use,2024-04-18,16
2024-04-10 19:49:00,35-44,Other,Tableau,3,Great tool very useful,2024-04-10,22
2024-04-13 03:05:00,35-44,Male,R,5,Excellent experience,2024-04-13,20
2024-04-29 13:51:00,45+,Other,Tableau,4,Could be faster,2024-04-29,15
2024-04-17 12:51:00,35-44,Other,Excel,3,Excellent experience,2024-04-17,20
2024-04-07 07:55:00,18-24,Male,Tableau,5,Could add more charts,2024-04-07,21
2024-05-04 07:46:00,45+,Male,Tableau,1,Good but needs more features,2024-05-04,28
2024-04-16 10:30:00,45+,Male,Excel,3,Very intuitive dashboard,2024-04-16,24
2024-04-01 11:33:00,18-24,Male,Python,5,Makes analysis simple,2024-04-01,21
2024-05-10 09:00:00,25-34,Female,R,1,Very intuitive dashboard,2024-05-10,24
2024-04-19 04:50:00,18-24,Female,R,1,Helpful for beginners,2024-04-19,21
2024-04-21 01:17:00,45+,Male,Excel,1,Great tool very useful,2024-04-21,22
2024-05-09 16:56:00,25-34,Other,Tableau,5,Helpful for beginners,2024-05-09,21
2024-04-03 12:20:00,35-44,Female,R,5,Interface is good,2024-04-03,17
2024-04-03 07:43:00,18-24,Other,Power Bi,2,Loved the visualization,2024-04-03,23
2024-05-03 23:33:00,45+,Female,R,1,Very easy to use,2024-05-03,16
2024-04-04 14:18:00,45+,Other,R,3,Helpful for beginners,2024-04-04,21
2024-05-08 00:12:00,25-34,Male,R,1,Amazing analytics,2024-05-08,17
2024-04-18 01:58:00,35-44,Other,Python,5,Makes analysis simple,2024-04-18,21
2024-04-24 22:01:00,18-24,Female,Power Bi,2,Could add more charts,2024-04-24,21
2024-04-25 10:03:00,18-24,Other,Power Bi,5,Very intuitive dashboard,2024-04-25,24
2024-05-03 17:27:00,35-44,Female,Python,1,Could add more charts,2024-05-03,21
2024-04-29 07:14:00,45+,Other,Python,4,Very helpful for analysis,2024-04-29,25
2024-04-13 14:34:00,35-44,Male,R,3,Excellent experience,2024-04-13,20
2024-05-05 14:49:00,45+,Male,Power Bi,2,Needs improvement,2024-05-05,17
2024-04-28 10:46:00,45+,Other,R,4,Could be faster,2024-04-28,15
2024-04-09 15:30:00,25-34,Female,Power Bi,1,Interface is good,2024-04-09,17
2024-04-29 19:37:00,45+,Male,Python,2,Very helpful for analysis,2024-04-29,25
2024-05-02 21:05:00,18-24,Female,Tableau,2,Amazing analytics,2024-05-02,17
2024-04-10 06:22:00,18-24,Female,Power Bi,5,Very intuitive dashboard,2024-04-10,24
2024-04-23 02:03:00,25-34,Female,Power Bi,5,Makes analysis simple,2024-04-23,21
2024-04-21 02:18:00,45+,Other,Tableau,4,Needs improvement,2024-04-21,17
2024-04-22 08:17:00,35-44,Other,Power Bi,1,Amazing analytics,2024-04-22,17
2024-04-09 16:52:00,25-34,Female,R,2,Very intuitive dashboard,2024-04-09,24
2024-04-29 02:38:00,25-34,Other,Python,2,Makes analysis simple,2024-04-29,21
2024-05-10 08:04:00,35-44,Other,Python,4,Interface is good,2024-05-10,17
2024-05-12 22:24:00,25-34,Female,Power Bi,5,Excellent experience,2024-05-12,20
2024-04-07 08:30:00,35-44,Male,Power Bi,4,Could add more charts,2024-04-07,21
2024-04-10 15:21:00,35-44,Male,R,5,Could add more charts,2024-04-10,21
2024-04-04 07:46:00,18-24,Other,Python,3,Needs improvement,2024-04-04,17
2024-05-07 20:47:00,45+,Male,Power Bi,3,Very helpful for analysis,2024-05-07,25
2024-04-09 04:13:00,35-44,Female,Python,1,Loved the visualization,2024-04-09,23
2024-04-15 02:06:00,35-44,Other,Power Bi,4,Could add more charts,2024-04-15,21
2024-04-09 09:56:00,45+,Female,Python,1,Interface is good,2024-04-09,17
2024-04-30 01:16:00,25-34,Male,Python,4,Very helpful for analysis,2024-04-30,25
2024-04-05 07:00:00,18-24,Other,Power Bi,1,Great tool very useful,2024-04-05,22
2024-04-22 17:36:00,45+,Female,Power Bi,1,Helpful for beginners,2024-04-22,21
2024-04-15 19:32:00,35-44,Male,R,1,Fast and reliable,2024-04-15,17
2024-04-12 22:50:00,35-44,Other,Excel,1,Very intuitive dashboard,2024-04-12,24
2024-05-11 18:04:00,25-34,Other,Power Bi,2,Very intuitive dashboard,2024-05-11,24
2024-04-29 14:52:00,18-24,Male,Power Bi,1,Very easy to use,2024-04-29,16
2024-04-26 05:38:00,45+,Male,R,1,Very helpful for analysis,2024-04-26,25
2024-04-07 16:16:00,45+,Female,Excel,2,Could be faster,2024-04-07,15
2024-04-29 08:43:00,45+,Female,Python,5,Helpful for beginners,2024-04-29,21
2024-05-12 06:31:00,25-34,Male,R,5,Very easy to use,2024-05-12,16
2024-05-01 14:14:00,25-34,Female,R,3,Amazing analytics,2024-05-01,17
2024-04-21 19:50:00,18-24,Other,Python,2,Makes analysis simple,2024-04-21,21
2024-04-25 01:39:00,35-44,Male,Tableau,1,Needs improvement,2024-04-25,17
2024-04-14 17:16:00,18-24,Other,Excel,5,Very intuitive dashboard,2024-04-14,24
2024-05-09 06:12:00,45+,Female,Tableau,4,Very helpful for analysis,2024-05-09,25
2024-04-30 00:21:00,25-34,Male,Excel,5,Excellent experience,2024-04-30,20
2024-05-10 03:25:00,45+,Other,R,4,Could be faster,2024-05-10,15
2024-04-06 21:52:00,35-44,Male,Power Bi,3,Fast and reliable,2024-04-06,17
2024-04-12 12:25:00,25-34,Other,Power Bi,1,Could be faster,2024-04-12,15
2024-04-05 12:24:00,35-44,Male,Python,1,Could add more charts,2024-04-05,21
2024-04-24 18:39:00,25-34,Female,Python,1,Great tool very useful,2024-04-24,22
2024-04-30 14:19:00,35-44,Female,Tableau,2,Very intuitive dashboard,2024-04-30,24
2024-04-26 10:08:00,18-24,Female,R,4,Very helpful for analysis,2024-04-26,25
2024-05-07 18:21:00,45+,Male,Tableau,4,Good but needs more features,2024-05-07,28
2024-04-18 03:40:00,45+,Female,R,3,Very intuitive dashboard,2024-04-18,24
2024-05-10 22:00:00,35-44,Other,Power Bi,1,Fast and reliable,2024-05-10,17
2024-04-22 22:27:00,45+,Female,Python,3,Interface is good,2024-04-22,17
2024-04-02 21:20:00,18-24,Other,R,3,Excellent experience,2024-04-02,20
2024-05-12 15:33:00,18-24,Male,Power Bi,2,Good but needs more features,2024-05-12,28
2024-05-11 01:24:00,45+,Female,Power Bi,5,Could be faster,2024-05-11,15
2024-04-16 04:42:00,25-34,Other,Python,1,Very easy to use,2024-04-16,16
2024-04-29 22:17:00,45+,Other,Excel,4,Very helpful for analysis,2024-04-29,25
2024-04-06 21:53:00,35-44,Male,Excel,3,Great tool very useful,2024-04-06,22
2024-04-06 08:33:00,35-44,Female,Excel,4,Needs improvement,2024-04-06,17
2024-05-01 13:20:00,45+,Male,Tableau,2,Fast and reliable,2024-05-01,17
2024-04-28 07:42:00,45+,Female,R,1,Helpful for beginners,2024-04-28,21
2024-04-11 06:47:00,35-44,Female,Tableau,5,Excellent experience,2024-04-11,20
2024-05-01 19:30:00,25-34,Other,Power Bi,5,Great tool very useful,2024-05-01,22
2024-04-03 00:42:00,35-44,Female,Python,4,Very helpful for analysis,2024-04-03,25
2024-04-16 10:46:00,25-34,Other,Excel,5,Amazing analytics,2024-04-16,17
2024-04-01 17:50:00,45+,Other,Tableau,3,Great tool very useful,2024-04-01,22
2024-05-06 15:43:00,25-34,Female,Tableau,2,Great tool very useful,2024-05-06,22
2024-05-12 02:41:00,25-34,Other,R,5,Fast and reliable,2024-05-12,17
2024-04-06 15:30:00,18-24,Male,R,5,Excellent experience,2024-04-06,20
2024-04-12 15:38:00,25-34,Male,R,5,Fast and reliable,2024-04-12,17
2024-05-08 14:10:00,35-44,Female,Power Bi,4,Needs improvement,2024-05-08,17
2024-05-08 11:48:00,18-24,Other,Tableau,5,Needs improvement,2024-05-08,17
2024-04-15 03:44:00,25-34,Male,Excel,4,Loved the visualization,2024-04-15,23
2024-04-21 21:57:00,45+,Male,R,4,Good but needs more features,2024-04-21,28
2024-05-01 04:28:00,45+,Female,R,4,Very intuitive dashboard,2024-05-01,24
2024-04-11 19:46:00,45+,Other,Tableau,1,Helpful for beginners,2024-04-11,21
2024-05-12 15:46:00,25-34,Female,R,3,Very helpful for analysis,2024-05-12,25
2024-05-01 08:42:00,45+,Male,Python,3,Interface is good,2024-05-01,17
2024-05-01 14:31:00,35-44,Other,Excel,2,Could add more charts,2024-05-01,21
2024-04-15 09:09:00,25-34,Other,Tableau,4,Very helpful for analysis,2024-04-15,25
2024-04-10 00:21:00,18-24,Male,R,2,Could add more charts,2024-04-10,21
2024-04-12 11:32:00,45+,Other,R,2,Excellent experience,2024-04-12,20
2024-04-21 15:12:00,45+,Female,Excel,2,Very easy to use,2024-04-21,16
2024-04-02 01:17:00,35-44,Male,Tableau,4,Makes analysis simple,2024-04-02,21
2024-04-17 17:50:00,25-34,Other,Power Bi,3,Fast and reliable,2024-04-17,17
2024-04-16 21:26:00,18-24,Female,Python,2,Great tool very useful,2024-04-16,22
2024-04-11 09:19:00,18-24,Female,Python,5,Very helpful for analysis,2024-04-11,25
2024-04-04 12:07:00,45+,Male,Power Bi,5,Fast and reliable,2024-04-04,17
2024-04-05 11:04:00,35-44,Male,Tableau,3,Excellent experience,2024-04-05,20
2024-04-22 14:55:00,35-44,Other,R,5,Loved the visualization,2024-04-22,23
2024-05-09 07:17:00,25-34,Female,Excel,4,Makes analysis simple,2024-05-09,21
2024-04-03 22:00:00,18-24,Other,Excel,1,Makes analysis simple,2024-04-03,21
2024-04-18 21:09:00,35-44,Male,Tableau,4,Makes analysis simple,2024-04-18,21
2024-04-06 22:00:00,45+,Other,Tableau,4,Very intuitive dashboard,2024-04-06,24
2024-04-23 20:59:00,45+,Male,R,1,Very intuitive dashboard,2024-04-23,24
2024-04-18 00:17:00,25-34,Other,Python,3,Interface is good,2024-04-18,17
2024-04-14 19:50:00,35-44,Female,R,3,Makes analysis simple,2024-04-14,21
2024-04-13 18:43:00,35-44,Female,R,5,Fast and reliable,2024-04-13,17
2024-04-30 20:13:00,45+,Female,Tableau,5,Excellent experience,2024-04-30,20
2024-05-11 21:04:00,18-24,Other,Python,5,Helpful for beginners,2024-05-11,21
2024-04-04 15:31:00,45+,Other,Tableau,5,Great tool very useful,2024-04-04,22
2024-05-01 10:07:00,18-24,Female,Tableau,4,Amazing analytics,2024-05-01,17
2024-05-05 18:10:00,45+,Female,Python,1,Helpful for beginners,2024-05-05,21
2024-04-12 02:37:00,35-44,Male,Power Bi,5,Fast and reliable,2024-04-12,17
2024-05-05 09:32:00,45+,Other,Python,5,Very intuitive dashboard,2024-05-05,24
2024-05-09 18:18:00,25-34,Other,Python,4,Great tool very useful,2024-05-09,22
2024-04-21 21:08:00,25-34,Female,Power Bi,1,Very intuitive dashboard,2024-04-21,24
2024-04-09 20:29:00,35-44,Female,Tableau,2,Very helpful for analysis,2024-04-09,25
2024-05-11 02:15:00,25-34,Other,Tableau,1,Helpful for beginners,2024-05-11,21
2024-05-02 11:51:00,25-34,Female,R,3,Fast and reliable,2024-05-02,17
2024-04-03 15:39:00,18-24,Female,Excel,2,Very easy to use,2024-04-03,16
2024-04-16 05:31:00,18-24,Other,Tableau,1,Could add more charts,2024-04-16,21
2024-04-25 15:53:00,45+,Male,Excel,5,Makes analysis simple,2024-04-25,21
2024-05-06 23:14:00,35-44,Other,Python,4,Makes analysis simple,2024-05-06,21
2024-04-16 10:23:00,45+,Male,Tableau,1,Interface is good,2024-04-16,17
2024-04-15 03:28:00,45+,Other,Excel,4,Very easy to use,2024-04-15,16
2024-04-17 02:57:00,18-24,Female,Python,1,Very helpful for analysis,2024-04-17,25
2024-04-07 20:15:00,45+,Other,Tableau,5,Great tool very useful,2024-04-07,22
2024-04-20 04:09:00,25-34,Female,Power Bi,5,Fast and reliable,2024-04-20,17
2024-05-08 12:39:00,18-24,Other,Power Bi,1,Good but needs more features,2024-05-08,28
2024-04-01 11:39:00,35-44,Other,Excel,2,Very easy to use,2024-04-01,16
2024-05-04 01:36:00,18-24,Female,R,4,Fast and reliable,2024-05-04,17
2024-04-18 23:55:00,45+,Male,R,3,Makes analysis simple,2024-04-18,21
2024-04-25 16:26:00,35-44,Male,Python,1,Great tool very useful,2024-04-25,22
2024-04-27 23:20:00,25-34,Male,Power Bi,2,Very helpful for analysis,2024-04-27,25
2024-04-29 15:05:00,35-44,Female,R,5,Interface is good,2024-04-29,17
2024-04-04 11:06:00,45+,Male,Python,1,Excellent experience,2024-04-04,20
2024-05-04 16:56:00,25-34,Other,R,3,Excellent experience,2024-05-04,20
2024-04-27 19:48:00,35-44,Other,Power Bi,5,Amazing analytics,2024-04-27,17
2024-04-13 21:37:00,45+,Male,Tableau,4,Very easy to use,2024-04-13,16
2024-05-05 08:25:00,35-44,Male,Excel,5,Could be faster,2024-05-05,15
2024-04-15 17:09:00,45+,Other,Power Bi,1,Great tool very useful,2024-04-15,22
2024-04-01 22:46:00,18-24,Male,Power Bi,2,Amazing analytics,2024-04-01,17
2024-05-06 03:16:00,35-44,Male,R,4,Interface is good,2024-05-06,17
2024-04-05 04:34:00,35-44,Female,R,1,Very intuitive dashboard,2024-04-05,24
2024-04-02 17:30:00,35-44,Male,Excel,1,Could add more charts,2024-04-02,21
2024-05-02 01:15:00,18-24,Male,Python,3,Good but needs more features,2024-05-02,28
2024-04-03 00:38:00,45+,Male,Power Bi,1,Could be faster,2024-04-03,15
2024-05-09 17:14:00,18-24,Female,Tableau,5,Helpful for beginners,2024-05-09,21
2024-05-01 06:02:00,25-34,Male,Power Bi,3,Very helpful for analysis,2024-05-01,25
2024-05-07 03:00:00,18-24,Other,Power Bi,5,Fast and reliable,2024-05-07,17
2024-05-04 12:47:00,45+,Female,Power Bi,2,Excellent experience,2024-05-04,20
2024-05-08 22:06:00,45+,Other,R,5,Very intuitive dashboard,2024-05-08,24
2024-04-29 02:35:00,25-34,Other,Excel,2,Great tool very useful,2024-04-29,22
2024-04-21 19:24:00,45+,Male,Tableau,1,Amazing analytics,2024-04-21,17
2024-04-19 13:36:00,18-24,Other,Python,5,Excellent experience,2024-04-19,20
2024-04-23 21:01:00,25-34,Other,R,2,Great tool very useful,2024-04-23,22
2024-05-02 20:36:00,25-34,Male,Excel,1,Could be faster,2024-05-02,15
2024-05-04 20:36:00,25-34,Other,Tableau,1,Good but needs more features,2024-05-04,28
2024-04-23 07:23:00,45+,Other,Tableau,1,Could be faster,2024-04-23,15
2024-04-25 19:03:00,18-24,Female,Excel,2,Very helpful for analysis,2024-04-25,25
2024-04-23 06:48:00,35-44,Male,Excel,4,Fast and reliable,2024-04-23,17
2024-04-30 06:19:00,45+,Male,Tableau,5,Makes analysis simple,2024-04-30,21
2024-04-02 23:25:00,35-44,Male,Power Bi,4,Interface is good,2024-04-02,17
2024-05-07 04:48:00,35-44,Male,R,1,Fast and reliable,2024-05-07,17
2024-04-25 06:54:00,18-24,Male,Power Bi,2,Amazing analytics,2024-04-25,17
2024-05-10 05:15:00,45+,Other,Excel,5,Could be faster,2024-05-10,15
2024-05-11 15:24:00,18-24,Other,Python,2,Excellent experience,2024-05-11,20
2024-04-03 22:13:00,35-44,Female,Power Bi,4,Loved the visualization,2024-04-03,23
2024-04-04 20:29:00,45+,Other,Power Bi,3,Could add more charts,2024-04-04,21
2024-04-04 14:56:00,35-44,Other,Tableau,4,Interface is good,2024-04-04,17
2024-04-11 05:22:00,35-44,Male,R,2,Interface is good,2024-04-11,17
2024-04-11 02:28:00,45+,Male,R,1,Very easy to use,2024-04-11,16
2024-04-06 05:10:00,25-34,Female,Tableau,1,Helpful for beginners,2024-04-06,21
2024-04-29 22:52:00,25-34,Female,R,3,Great tool very useful,2024-04-29,22
2024-05-05 01:06:00,45+,Female,Python,1,Fast and reliable,2024-05-05,17
2024-04-28 04:27:00,18-24,Other,Power Bi,4,Could add more charts,2024-04-28,21
2024-04-26 10:28:00,18-24,Other,R,1,Good but needs more features,2024-04-26,28
2024-05-02 03:09:00,25-34,Male,R,3,Amazing analytics,2024-05-02,17
2024-04-02 07:54:00,25-34,Male,Power Bi,4,Amazing analytics,2024-04-02,17
2024-04-22 06:08:00,35-44,Female,Power Bi,1,Amazing analytics,2024-04-22,17
2024-04-09 04:43:00,35-44,Other,R,4,Very easy to use,2024-04-09,16
2024-04-27 21:37:00,45+,Male,Excel,4,Interface is good,2024-04-27,17
2024-04-10 17:43:00,45+,Male,Power Bi,4,Very intuitive dashboard,2024-04-10,24
2024-04-02 14:00:00,45+,Other,Power Bi,1,Good but needs more features,2024-04-02,28
2024-04-02 21:00:00,25-34,Female,Power Bi,1,Excellent experience,2024-04-02,20
2024-04-04 10:00:00,35-44,Female,Power Bi,3,Great tool very useful,2024-04-04,22
2024-04-25 08:20:00,18-24,Female,Excel,5,Interface is good,2024-04-25,17
2024-05-01 22:39:00,18-24,Female,Tableau,1,Needs improvement,2024-05-01,17
2024-04-21 22:38:00,35-44,Female,Python,5,Helpful for beginners,2024-04-21,21
2024-04-29 06:04:00,35-44,Male,Tableau,3,Helpful for beginners,2024-04-29,21
2024-04-24 16:04:00,25-34,Male,R,5,Loved the visualization,2024-04-24,23
2024-04-26 12:56:00,18-24,Female,R,2,Needs improvement,2024-04-26,17
2024-05-07 22:22:00,35-44,Other,Power Bi,1,Makes analysis simple,2024-05-07,21
2024-05-07 04:34:00,45+,Female,Power Bi,1,Excellent experience,2024-05-07,20
2024-04-03 03:56:00,35-44,Other,Power Bi,2,Amazing analytics,2024-04-03,17
2024-04-07 14:07:00,25-34,Other,R,4,Could be faster,2024-04-07,15
2024-04-07 00:36:00,35-44,Female,Python,2,Helpful for beginners,2024-04-07,21
2024-04-16 00:39:00,45+,Other,Excel,5,Needs improvement,2024-04-16,17
2024-04-08 18:42:00,18-24,Other,Excel,1,Very helpful for analysis,2024-04-08,25
2024-04-11 21:18:00,45+,Other,Power Bi,3,Good but needs more features,2024-04-11,28
2024-04-15 16:41:00,35-44,Male,Power Bi,4,Loved the visualization,2024-04-15,23
2024-04-17 01:37:00,18-24,Other,Python,3,Needs improvement,2024-04-17,17
2024-04-19 02:34:00,25-34,Female,R,2,Excellent experience,2024-04-19,20
2024-05-02 10:39:00,18-24,Female,Python,1,Makes analysis simple,2024-05-02,21
2024-05-07 06:48:00,35-44,Female,Power Bi,1,Could add more charts,2024-05-07,21
2024-04-17 23:01:00,25-34,Other,Python,3,Great tool very useful,2024-04-17,22
2024-04-03 21:36:00,18-24,Female,Excel,1,Makes analysis simple,2024-04-03,21
2024-04-23 02:23:00,45+,Female,Excel,5,Good but needs more features,2024-04-23,28
2024-05-09 21:29:00,45+,Female,R,3,Very easy to use,2024-05-09,16
2024-04-20 15:53:00,25-34,Male,Tableau,1,Makes analysis simple,2024-04-20,21
2024-05-11 16:10:00,45+,Other,Power Bi,4,Helpful for beginners,2024-05-11,21
2024-04-10 02:49:00,18-24,Other,R,5,Makes analysis simple,2024-04-10,21
2024-04-05 18:44:00,45+,Female,R,3,Excellent experience,2024-04-05,20
2024-04-05 20:13:00,35-44,Male,Excel,5,Could be faster,2024-04-05,15
2024-04-26 02:53:00,35-44,Female,Power Bi,5,Makes analysis simple,2024-04-26,21
2024-05-09 01:19:00,25-34,Other,Excel,5,Interface is good,2024-05-09,17
2024-04-05 23:55:00,35-44,Male,Python,1,Very helpful for analysis,2024-04-05,25
2024-04-12 21:17:00,18-24,Female,Python,2,Loved the visualization,2024-04-12,23
2024-05-05 13:01:00,18-24,Male,Python,4,Very easy to use,2024-05-05,16
2024-04-06 19:49:00,45+,Male,Power Bi,3,Amazing analytics,2024-04-06,17
2024-04-29 22:13:00,35-44,Other,Tableau,1,Needs improvement,2024-04-29,17
2024-04-10 02:45:00,35-44,Male,Tableau,3,Excellent experience,2024-04-10,20
2024-04-25 23:47:00,25-34,Female,Tableau,3,Excellent experience,2024-04-25,20
2024-05-11 21:09:00,45+,Male,Excel,5,Loved the visualization,2024-05-11,23
2024-04-10 20:57:00,18-24,Other,Tableau,4,Needs improvement,2024-04-10,17
2024-05-02 14:47:00,35-44,Male,Python,1,Good but needs more features,2024-05-02,28
2024-04-20 22:57:00,35-44,Female,Python,5,Great tool very useful,2024-04-20,22
2024-04-12 15:53:00,18-24,Other,R,3,Could be faster,2024-04-12,15
2024-04-16 01:02:00,45+,Female,Power Bi,2,Makes analysis simple,2024-04-16,21
2024-05-01 15:22:00,35-44,Other,Power Bi,2,Amazing analytics,2024-05-01,17
2024-04-17 07:33:00,18-24,Female,Python,4,Excellent experience,2024-04-17,20
2024-04-04 05:32:00,45+,Other,R,4,Needs improvement,2024-04-04,17
2024-05-08 19:43:00,35-44,Female,Python,4,Very helpful for analysis,2024-05-08,25
2024-05-05 10:18:00,25-34,Other,Power Bi,5,Very easy to use,2024-05-05,16
